Restaurant ID,Restaurant Name,Country Code,City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating text,Votes,Cuisine
6315438,NIU by Vikings,162,Taguig City,"Seafood, American, Mediterranean, Japanese",3000.0,Botswana Pula(P),Yes,No,4,4.7,Excellent,535,Seafood
6315438,NIU by Vikings,162,Taguig City,"Seafood, American, Mediterranean, Japanese",3000.0,Botswana Pula(P),Yes,No,4,4.7,Excellent,535,American
6315438,NIU by Vikings,162,Taguig City,"Seafood, American, Mediterranean, Japanese",3000.0,Botswana Pula(P),Yes,No,4,4.7,Excellent,535,Mediterranean
6315438,NIU by Vikings,162,Taguig City,"Seafood, American, Mediterranean, Japanese",3000.0,Botswana Pula(P),Yes,No,4,4.7,Excellent,535,Japanese
6310406,The Food Hall by Todd English,162,Taguig City,"American, Asian, Italian, Seafood",1800.0,Botswana Pula(P),Yes,No,4,4.5,Excellent,618,American
6310406,The Food Hall by Todd English,162,Taguig City,"American, Asian, Italian, Seafood",1800.0,Botswana Pula(P),Yes,No,4,4.5,Excellent,618,Asian
6310406,The Food Hall by Todd English,162,Taguig City,"American, Asian, Italian, Seafood",1800.0,Botswana Pula(P),Yes,No,4,4.5,Excellent,618,Italian
6310406,The Food Hall by Todd English,162,Taguig City,"American, Asian, Italian, Seafood",1800.0,Botswana Pula(P),Yes,No,4,4.5,Excellent,618,Seafood
6600681,Chez Michou,30,Brasí_lia,"Fast Food, French",55.0,Brazilian Real(R$),No,No,2,3.0,Average,6,Fast Food
6600681,Chez Michou,30,Brasí_lia,"Fast Food, French",55.0,Brazilian Real(R$),No,No,2,3.0,Average,6,French
6601005,Caf Daniel Briand,30,Brasí_lia,Cafe,30.0,Brazilian Real(R$),No,No,1,3.8,Good,9,Cafe
6600292,Casa do Biscoito Mineiro,30,Brasí_lia,Bakery,45.0,Brazilian Real(R$),No,No,2,3.7,Good,11,Bakery
6600441,Maori,30,Brasí_lia,Brazilian,60.0,Brazilian Real(R$),No,No,3,3.8,Good,11,Brazilian
6600970,Pizza Bessa,30,Brasí_lia,Pizza,50.0,Brazilian Real(R$),No,No,2,3.2,Average,11,Pizza
6600379,Sushi Loko,30,Brasí_lia,Japanese,80.0,Brazilian Real(R$),No,No,3,3.1,Average,10,Japanese
6600214,Beirute,30,Brasí_lia,Arabian,90.0,Brazilian Real(R$),No,No,3,3.7,Good,8,Arabian
6601218,New Koto,30,Brasí_lia,Japanese,200.0,Brazilian Real(R$),No,No,4,3.7,Good,5,Japanese
6600060,Sandubas Caf,30,Brasí_lia,"Brazilian, Cafe",30.0,Brazilian Real(R$),No,No,1,0.0,Not rated,2,Brazilian
6600060,Sandubas Caf,30,Brasí_lia,"Brazilian, Cafe",30.0,Brazilian Real(R$),No,No,1,0.0,Not rated,2,Cafe
6600083,Villa Tevere,30,Brasí_lia,Italian,150.0,Brazilian Real(R$),No,No,4,4.1,Very Good,12,Italian
6601515,Rovereto,30,Brasí_lia,Pizza,100.0,Brazilian Real(R$),No,No,4,3.1,Average,9,Pizza
6601361,Buena Carne,30,Brasí_lia,"Bar Food, Brazilian",60.0,Brazilian Real(R$),No,No,3,3.6,Good,9,Bar Food
6601361,Buena Carne,30,Brasí_lia,"Bar Food, Brazilian",60.0,Brazilian Real(R$),No,No,3,3.6,Good,9,Brazilian
6601602,Taco Pep,30,Brasí_lia,"Mexican, Grill",100.0,Brazilian Real(R$),No,No,4,4.3,Very Good,29,Mexican
6601602,Taco Pep,30,Brasí_lia,"Mexican, Grill",100.0,Brazilian Real(R$),No,No,4,4.3,Very Good,29,Grill
6601589,Coco Bambu,30,Brasí_lia,International,230.0,Brazilian Real(R$),No,No,4,4.2,Very Good,17,International
6601862,Tayp,30,Brasí_lia,"Peruvian, Latin American",100.0,Brazilian Real(R$),No,No,4,3.6,Good,5,Peruvian
6601862,Tayp,30,Brasí_lia,"Peruvian, Latin American",100.0,Brazilian Real(R$),No,No,4,3.6,Good,5,Latin American
6601595,Outback Steakhouse,30,Brasí_lia,"American, Grill",150.0,Brazilian Real(R$),No,No,4,4.0,Very Good,10,American
6601595,Outback Steakhouse,30,Brasí_lia,"American, Grill",150.0,Brazilian Real(R$),No,No,4,4.0,Very Good,10,Grill
6601158,Manzu,30,Brasí_lia,Seafood,240.0,Brazilian Real(R$),No,No,4,3.2,Average,6,Seafood
6600427,Coco Bambu,30,Brasí_lia,International,230.0,Brazilian Real(R$),No,No,4,4.9,Excellent,30,International
6600116,Gero,30,Brasí_lia,Italian,350.0,Brazilian Real(R$),No,No,4,3.3,Average,8,Italian
6601457,Brazilian American Burgers,30,Brasí_lia,"American, Burger",50.0,Brazilian Real(R$),No,No,2,3.6,Good,9,American
6601457,Brazilian American Burgers,30,Brasí_lia,"American, Burger",50.0,Brazilian Real(R$),No,No,2,3.6,Good,9,Burger
7303219,Pesqueiro Eco Gourmet,30,Rio de Janeiro,"Seafood, Bar Food, Brazilian",140.0,Brazilian Real(R$),No,No,4,4.0,Very Good,7,Seafood
7303219,Pesqueiro Eco Gourmet,30,Rio de Janeiro,"Seafood, Bar Food, Brazilian",140.0,Brazilian Real(R$),No,No,4,4.0,Very Good,7,Bar Food
7303219,Pesqueiro Eco Gourmet,30,Rio de Janeiro,"Seafood, Bar Food, Brazilian",140.0,Brazilian Real(R$),No,No,4,4.0,Very Good,7,Brazilian
7304307,Confeitaria Colombo,30,Rio de Janeiro,"Desserts, Cafe",100.0,Brazilian Real(R$),No,No,4,4.8,Excellent,29,Desserts
7304307,Confeitaria Colombo,30,Rio de Janeiro,"Desserts, Cafe",100.0,Brazilian Real(R$),No,No,4,4.8,Excellent,29,Cafe
7301215,Bibi,30,Rio de Janeiro,"Juices, Healthy Food",60.0,Brazilian Real(R$),No,No,3,4.7,Excellent,24,Juices
7301215,Bibi,30,Rio de Janeiro,"Juices, Healthy Food",60.0,Brazilian Real(R$),No,No,3,4.7,Excellent,24,Healthy Food
7300596,Cervantes,30,Rio de Janeiro,"Beverages, Bar Food, Fast Food",90.0,Brazilian Real(R$),No,No,3,4.5,Excellent,29,Beverages
7300596,Cervantes,30,Rio de Janeiro,"Beverages, Bar Food, Fast Food",90.0,Brazilian Real(R$),No,No,3,4.5,Excellent,29,Bar Food
7300596,Cervantes,30,Rio de Janeiro,"Beverages, Bar Food, Fast Food",90.0,Brazilian Real(R$),No,No,3,4.5,Excellent,29,Fast Food
7300612,Amir,30,Rio de Janeiro,Lebanese,170.0,Brazilian Real(R$),No,No,4,4.2,Very Good,11,Lebanese
7300704,TT Burger,30,Rio de Janeiro,Burger,60.0,Brazilian Real(R$),No,No,3,4.8,Excellent,19,Burger
7300955,Braseiro da Gvea,30,Rio de Janeiro,"Brazilian, Bar Food",100.0,Brazilian Real(R$),No,No,4,4.9,Excellent,40,Brazilian
7300955,Braseiro da Gvea,30,Rio de Janeiro,"Brazilian, Bar Food",100.0,Brazilian Real(R$),No,No,4,4.9,Excellent,40,Bar Food
7300521,Balada Mix,30,Rio de Janeiro,"Brazilian, Healthy Food, Juices, Pizza",90.0,Brazilian Real(R$),No,No,3,4.6,Excellent,21,Brazilian
7300521,Balada Mix,30,Rio de Janeiro,"Brazilian, Healthy Food, Juices, Pizza",90.0,Brazilian Real(R$),No,No,3,4.6,Excellent,21,Healthy Food
7300521,Balada Mix,30,Rio de Janeiro,"Brazilian, Healthy Food, Juices, Pizza",90.0,Brazilian Real(R$),No,No,3,4.6,Excellent,21,Juices
7300521,Balada Mix,30,Rio de Janeiro,"Brazilian, Healthy Food, Juices, Pizza",90.0,Brazilian Real(R$),No,No,3,4.6,Excellent,21,Pizza
7300515,Garota de Ipanema,30,Rio de Janeiro,"Brazilian, Bar Food",120.0,Brazilian Real(R$),No,No,4,4.9,Excellent,49,Brazilian
7300515,Garota de Ipanema,30,Rio de Janeiro,"Brazilian, Bar Food",120.0,Brazilian Real(R$),No,No,4,4.9,Excellent,49,Bar Food
7300483,Zaz Bistr Tropical,30,Rio de Janeiro,Brazilian,170.0,Brazilian Real(R$),No,No,4,4.6,Excellent,21,Brazilian
7301064,Fil de Ouro,30,Rio de Janeiro,Brazilian,90.0,Brazilian Real(R$),No,No,3,4.3,Very Good,14,Brazilian
7304312,DOC Ristorante,30,Rio de Janeiro,Italian,150.0,Brazilian Real(R$),No,No,4,4.0,Very Good,5,Italian
7300004,Sushi Leblon,30,Rio de Janeiro,Japanese,250.0,Brazilian Real(R$),No,No,4,4.6,Excellent,25,Japanese
7300868,Talho Capixaba,30,Rio de Janeiro,"Bakery, Sandwich, Brazilian",120.0,Brazilian Real(R$),No,No,4,4.4,Very Good,13,Bakery
7300868,Talho Capixaba,30,Rio de Janeiro,"Bakery, Sandwich, Brazilian",120.0,Brazilian Real(R$),No,No,4,4.4,Very Good,13,Sandwich
7300868,Talho Capixaba,30,Rio de Janeiro,"Bakery, Sandwich, Brazilian",120.0,Brazilian Real(R$),No,No,4,4.4,Very Good,13,Brazilian
7302637,Leme Light,30,Rio de Janeiro,Brazilian,40.0,Brazilian Real(R$),No,No,2,4.2,Very Good,7,Brazilian
7302140,Shirley,30,Rio de Janeiro,"Brazilian, Seafood",250.0,Brazilian Real(R$),No,No,4,4.2,Very Good,8,Brazilian
7302140,Shirley,30,Rio de Janeiro,"Brazilian, Seafood",250.0,Brazilian Real(R$),No,No,4,4.2,Very Good,8,Seafood
7305048,Quiosque Chopp Brahma,30,Rio de Janeiro,"Bar Food, Brazilian",70.0,Brazilian Real(R$),No,No,3,0.0,Not rated,1,Bar Food
7305048,Quiosque Chopp Brahma,30,Rio de Janeiro,"Bar Food, Brazilian",70.0,Brazilian Real(R$),No,No,3,0.0,Not rated,1,Brazilian
7302898,Aprazvel,30,Rio de Janeiro,Brazilian,300.0,Brazilian Real(R$),No,No,4,4.7,Excellent,44,Brazilian
7302859,Aconchego Carioca,30,Rio de Janeiro,"Brazilian, Bar Food",85.0,Brazilian Real(R$),No,No,3,4.6,Excellent,24,Brazilian
7302859,Aconchego Carioca,30,Rio de Janeiro,"Brazilian, Bar Food",85.0,Brazilian Real(R$),No,No,3,4.6,Excellent,24,Bar Food
7301700,Garota de Ipanema,30,Rio de Janeiro,"Brazilian, Bar Food",80.0,Brazilian Real(R$),No,No,3,4.3,Very Good,10,Brazilian
7301700,Garota de Ipanema,30,Rio de Janeiro,"Brazilian, Bar Food",80.0,Brazilian Real(R$),No,No,3,4.3,Very Good,10,Bar Food
6706313,Cantina Famiglia Mancini,30,Sí£o Paulo,"Italian, Pizza",250.0,Brazilian Real(R$),No,No,4,4.5,Excellent,49,Italian
6706313,Cantina Famiglia Mancini,30,Sí£o Paulo,"Italian, Pizza",250.0,Brazilian Real(R$),No,No,4,4.5,Excellent,49,Pizza
6704326,Templo da Carne Marcos Bassi,30,Sí£o Paulo,"Steak, BBQ",250.0,Brazilian Real(R$),No,No,4,4.4,Very Good,17,Steak
6704326,Templo da Carne Marcos Bassi,30,Sí£o Paulo,"Steak, BBQ",250.0,Brazilian Real(R$),No,No,4,4.4,Very Good,17,BBQ
6711179,Gopala Hari,30,Sí£o Paulo,Indian,70.0,Brazilian Real(R$),No,No,3,3.1,Average,5,Indian
6702797,Jiquitaia,30,Sí£o Paulo,Brazilian,100.0,Brazilian Real(R$),No,No,4,4.1,Very Good,15,Brazilian
6700475,Skye Hotel Unique,30,Sí£o Paulo,"Beverages, International",300.0,Brazilian Real(R$),No,No,4,4.8,Excellent,59,Beverages
6700475,Skye Hotel Unique,30,Sí£o Paulo,"Beverages, International",300.0,Brazilian Real(R$),No,No,4,4.8,Excellent,59,International
6713413,Les 3 Brasseurs,30,Sí£o Paulo,"French, Brazilian, Beverages",120.0,Brazilian Real(R$),No,No,4,4.6,Excellent,30,French
6713413,Les 3 Brasseurs,30,Sí£o Paulo,"French, Brazilian, Beverages",120.0,Brazilian Real(R$),No,No,4,4.6,Excellent,30,Brazilian
6713413,Les 3 Brasseurs,30,Sí£o Paulo,"French, Brazilian, Beverages",120.0,Brazilian Real(R$),No,No,4,4.6,Excellent,30,Beverages
6714340,Red Steak Burger,30,Sí£o Paulo,"Brazilian, Grill",75.0,Brazilian Real(R$),No,No,3,3.9,Good,5,Brazilian
6714340,Red Steak Burger,30,Sí£o Paulo,"Brazilian, Grill",75.0,Brazilian Real(R$),No,No,3,3.9,Good,5,Grill
6710645,Cantinho da Gula,30,Sí£o Paulo,Brazilian,55.0,Brazilian Real(R$),No,No,2,0.0,Not rated,0,Brazilian
6700402,Paris 6 Classique,30,Sí£o Paulo,French,200.0,Brazilian Real(R$),No,No,4,3.4,Average,73,French
6700846,Kawa Sushi,30,Sí£o Paulo,"Sushi, Japanese",120.0,Brazilian Real(R$),No,No,4,3.5,Good,9,Sushi
6700846,Kawa Sushi,30,Sí£o Paulo,"Sushi, Japanese",120.0,Brazilian Real(R$),No,No,4,3.5,Good,9,Japanese
6702159,A Figueira Rubaiyat,30,Sí£o Paulo,"BBQ, Grill, Brazilian",300.0,Brazilian Real(R$),No,No,4,4.3,Very Good,39,BBQ
6702159,A Figueira Rubaiyat,30,Sí£o Paulo,"BBQ, Grill, Brazilian",300.0,Brazilian Real(R$),No,No,4,4.3,Very Good,39,Grill
6702159,A Figueira Rubaiyat,30,Sí£o Paulo,"BBQ, Grill, Brazilian",300.0,Brazilian Real(R$),No,No,4,4.3,Very Good,39,Brazilian
6711666,Kinoshita,30,Sí£o Paulo,Sushi,230.0,Brazilian Real(R$),No,No,4,3.9,Good,12,Sushi
6701257,Meats,30,Sí£o Paulo,"Gourmet Fast Food, Burger",120.0,Brazilian Real(R$),No,No,4,4.3,Very Good,68,Gourmet Fast Food
6701257,Meats,30,Sí£o Paulo,"Gourmet Fast Food, Burger",120.0,Brazilian Real(R$),No,No,4,4.3,Very Good,68,Burger
6706211,Paribar,30,Sí£o Paulo,"Brazilian, Italian",150.0,Brazilian Real(R$),No,No,4,4.3,Very Good,46,Brazilian
6706211,Paribar,30,Sí£o Paulo,"Brazilian, Italian",150.0,Brazilian Real(R$),No,No,4,4.3,Very Good,46,Italian
6705858,Terrao Itlia,30,Sí£o Paulo,Italian,400.0,Brazilian Real(R$),No,No,4,4.4,Very Good,37,Italian
6701419,Divino Fogo,30,Sí£o Paulo,"Brazilian, Mineira",65.0,Brazilian Real(R$),No,No,3,0.0,Not rated,2,Brazilian
6701419,Divino Fogo,30,Sí£o Paulo,"Brazilian, Mineira",65.0,Brazilian Real(R$),No,No,3,0.0,Not rated,2,Mineira
6703956,Super Grill,30,Sí£o Paulo,Brazilian,50.0,Brazilian Real(R$),No,No,2,0.0,Not rated,2,Brazilian
6709580,Esquina Mocot,30,Sí£o Paulo,"Brazilian, North Eastern",100.0,Brazilian Real(R$),No,No,4,4.4,Very Good,22,Brazilian
6709580,Esquina Mocot,30,Sí£o Paulo,"Brazilian, North Eastern",100.0,Brazilian Real(R$),No,No,4,4.4,Very Good,22,North Eastern
6703176,Veloso,30,Sí£o Paulo,"Brazilian, Bar Food, Beverages",70.0,Brazilian Real(R$),No,No,3,4.6,Excellent,58,Brazilian
6703176,Veloso,30,Sí£o Paulo,"Brazilian, Bar Food, Beverages",70.0,Brazilian Real(R$),No,No,3,4.6,Excellent,58,Bar Food
6703176,Veloso,30,Sí£o Paulo,"Brazilian, Bar Food, Beverages",70.0,Brazilian Real(R$),No,No,3,4.6,Excellent,58,Beverages
6713772,Sainte Marie Gastronomia,30,Sí£o Paulo,"Lebanese, Arabian",120.0,Brazilian Real(R$),No,No,4,4.1,Very Good,11,Lebanese
6713772,Sainte Marie Gastronomia,30,Sí£o Paulo,"Lebanese, Arabian",120.0,Brazilian Real(R$),No,No,4,4.1,Very Good,11,Arabian
17284404,Austins BBQ and Oyster Bar,216,Albany,"BBQ, Burger, Seafood",25.0,Dollar($),No,No,2,3.3,Average,35,BBQ
17284404,Austins BBQ and Oyster Bar,216,Albany,"BBQ, Burger, Seafood",25.0,Dollar($),No,No,2,3.3,Average,35,Burger
17284404,Austins BBQ and Oyster Bar,216,Albany,"BBQ, Burger, Seafood",25.0,Dollar($),No,No,2,3.3,Average,35,Seafood
17284203,BJs Country Buffet,216,Albany,"American, BBQ",10.0,Dollar($),No,No,1,3.3,Average,25,American
17284203,BJs Country Buffet,216,Albany,"American, BBQ",10.0,Dollar($),No,No,1,3.3,Average,25,BBQ
17284105,Cookie Shoppe,216,Albany,Unknown,0.0,Dollar($),No,No,1,3.4,Average,34,Unknown
17284302,El Vaquero Mexican Restaurant,216,Albany,Mexican,0.0,Dollar($),No,No,1,3.4,Average,45,Mexican
17284397,Elements Coffee Co Northwest,216,Albany,"Coffee and Tea, Sandwich",10.0,Dollar($),No,No,1,3.4,Average,26,Coffee and Tea
17284397,Elements Coffee Co Northwest,216,Albany,"Coffee and Tea, Sandwich",10.0,Dollar($),No,No,1,3.4,Average,26,Sandwich
17284211,Pearlys Famous Country Cookng,216,Albany,Unknown,0.0,Dollar($),No,No,1,3.4,Average,36,Unknown
17284094,ChickfilA,216,Albany,Fast Food,10.0,Dollar($),No,No,1,3.5,Good,67,Fast Food
17284409,Guang Zhou Chinese Restaurant,216,Albany,"Asian, Chinese, Vegetarian",10.0,Dollar($),No,No,1,3.9,Good,141,Asian
17284409,Guang Zhou Chinese Restaurant,216,Albany,"Asian, Chinese, Vegetarian",10.0,Dollar($),No,No,1,3.9,Good,141,Chinese
17284409,Guang Zhou Chinese Restaurant,216,Albany,"Asian, Chinese, Vegetarian",10.0,Dollar($),No,No,1,3.9,Good,141,Vegetarian
17284139,Harvest Moon,216,Albany,"Pizza, Bar Food, Sandwich",25.0,Dollar($),No,No,2,3.7,Good,147,Pizza
17284139,Harvest Moon,216,Albany,"Pizza, Bar Food, Sandwich",25.0,Dollar($),No,No,2,3.7,Good,147,Bar Food
17284139,Harvest Moon,216,Albany,"Pizza, Bar Food, Sandwich",25.0,Dollar($),No,No,2,3.7,Good,147,Sandwich
17284403,Henry Campbells Steakhouse,216,Albany,"Steak, Tapas, Bar Food",70.0,Dollar($),No,No,4,3.5,Good,51,Steak
17284403,Henry Campbells Steakhouse,216,Albany,"Steak, Tapas, Bar Food",70.0,Dollar($),No,No,4,3.5,Good,51,Tapas
17284403,Henry Campbells Steakhouse,216,Albany,"Steak, Tapas, Bar Food",70.0,Dollar($),No,No,4,3.5,Good,51,Bar Food
17284145,Hong Kong Cafe,216,Albany,"Chinese, Seafood, Vegetarian",25.0,Dollar($),No,No,2,3.6,Good,88,Chinese
17284145,Hong Kong Cafe,216,Albany,"Chinese, Seafood, Vegetarian",25.0,Dollar($),No,No,2,3.6,Good,88,Seafood
17284145,Hong Kong Cafe,216,Albany,"Chinese, Seafood, Vegetarian",25.0,Dollar($),No,No,2,3.6,Good,88,Vegetarian
17284150,House of China Restaurant II,216,Albany,Chinese,10.0,Dollar($),No,No,1,3.8,Good,153,Chinese
17284158,Jimmies Hot Dogs,216,Albany,Unknown,10.0,Dollar($),No,No,1,3.9,Good,160,Unknown
17284175,Locos Grill Pub,216,Albany,"American, Burger, Sandwich",25.0,Dollar($),No,No,2,3.5,Good,57,American
17284175,Locos Grill Pub,216,Albany,"American, Burger, Sandwich",25.0,Dollar($),No,No,2,3.5,Good,57,Burger
17284175,Locos Grill Pub,216,Albany,"American, Burger, Sandwich",25.0,Dollar($),No,No,2,3.5,Good,57,Sandwich
17284179,Longhorn Steakhouse,216,Albany,"American, Steak",25.0,Dollar($),No,No,2,3.5,Good,58,American
17284179,Longhorn Steakhouse,216,Albany,"American, Steak",25.0,Dollar($),No,No,2,3.5,Good,58,Steak
17284197,Mikata Japanese Steakhouse,216,Albany,"Japanese, Steak, Sushi",40.0,Dollar($),No,No,3,3.6,Good,115,Japanese
17284197,Mikata Japanese Steakhouse,216,Albany,"Japanese, Steak, Sushi",40.0,Dollar($),No,No,3,3.6,Good,115,Steak
17284197,Mikata Japanese Steakhouse,216,Albany,"Japanese, Steak, Sushi",40.0,Dollar($),No,No,3,3.6,Good,115,Sushi
17284241,Shogun Japanese Steak House,216,Albany,"Japanese, Steak, Sushi",40.0,Dollar($),No,No,3,3.5,Good,51,Japanese
17284241,Shogun Japanese Steak House,216,Albany,"Japanese, Steak, Sushi",40.0,Dollar($),No,No,3,3.5,Good,51,Steak
17284241,Shogun Japanese Steak House,216,Albany,"Japanese, Steak, Sushi",40.0,Dollar($),No,No,3,3.5,Good,51,Sushi
17284390,The Catch Seafood Room Oyster Bar,216,Albany,"Seafood, Tapas, Bar Food",40.0,Dollar($),No,No,3,3.8,Good,250,Seafood
17284390,The Catch Seafood Room Oyster Bar,216,Albany,"Seafood, Tapas, Bar Food",40.0,Dollar($),No,No,3,3.8,Good,250,Tapas
17284390,The Catch Seafood Room Oyster Bar,216,Albany,"Seafood, Tapas, Bar Food",40.0,Dollar($),No,No,3,3.8,Good,250,Bar Food
